company_name,via,job_id,unique_key,xp,new_title,estado,cidade,is_remote,hard_skills,complemento,soft_skills,graduaçoes,metodologia_trabalho,tipo_contrato
Indepe, Trabalha Brasil,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBCYW5jbyBkZSBEYWRvcyIsImh0aWRvY2lkIjoiYm5qY05ZYy0wWnZVREVSbUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBUcmFiYWxoYSBCcmFzaWwiLCJsaW5rIjoiaHR0cHM6Ly93d3cudHJhYmFsaGFicmFzaWwuY29tLmJyL3ZhZ2FzLWVtcHJlZ29zLWVtLWNhbXBvcy1ub3Zvcy1zYy9hbmFsaXN0YS1kZS1iYW5jby1kZS1kYWRvcy82MTM2MDI3P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,a0ada7d0-9719-414a-8187-25c5b8d0ea84,Não Informado,Analista de Banco de Dados,SC,Campos Novos,False,Excel,,,"Engenharia da Computação,Banco de Dados",,
P & P APOIO ADMINISTRATIVO, LinkedIn,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBEYWRvcyIsImh0aWRvY2lkIjoiMmRaVkY0dlJRdEJRZTZGWEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBMaW5rZWRJbiIsImxpbmsiOiJodHRwczovL2JyLmxpbmtlZGluLmNvbS9qb2JzL3ZpZXcvYW5hbGlzdGEtZGUtZGFkb3MtYXQtcC1wLWFwb2lvLWFkbWluaXN0cmF0aXZvLTM4MTA5OTQwMjY/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,d0627a9f-9ff5-4b5c-952a-2659d21cce43,Não Informado,Analista de Dados,SC,Chapecó,False,Excel,Dashboard,,,,
BuscarVagas, WhatJobs,eyJqb2JfdGl0bGUiOiJEYmEvIE1pZ3Jhw6fDo28gZGUgRGFkb3MiLCJodGlkb2NpZCI6IldnUVREZmNUcU9wY1pxdFJBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gV2hhdEpvYnMiLCJsaW5rIjoiaHR0cHM6Ly9ici53aGF0am9icy5jb20vZW1wcmVnby1wYXJhLURiYS1NaWdyYSVDMyVBNyVDMyVBM28tZGUtZW0tYW4lQzMlQTFwb2xpcy1jb29wMjA4MDE0NjMzP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,013303dc-2fa5-4204-969b-12373bcc38b1,Não Informado,Dba/ Migração de Dados,GO,Anápolis,False,,,,,,CLT
Vital Consultoria, Glassdoor,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBEYWRvcyIsImh0aWRvY2lkIjoiUS13aTdZaTVTT1hfUWxDY0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBHbGFzc2Rvb3IiLCJsaW5rIjoiaHR0cHM6Ly93d3cuZ2xhc3Nkb29yLmNvbS5ici9qb2ItbGlzdGluZy9hbmFsaXN0YS1kZS1kYWRvcy12aXRhbC1jb25zdWx0b3JpYS1KVl9JQzI0MjUxMjRfS08wLDE3X0tFMTgsMzUuaHRtP2psPTEwMDg4NzI1OTM5ODBcdTAwMjZ1dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljXHUwMDI2dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,644a0ab3-438b-41d5-bb58-562d3e4a925a,Não Informado,Analista de Dados,SC,Florianópolis,False,"R Studio,Looker,Excel,Looker Studio,Power BI",,Criatividade,,,
IEL, IEL - Pandapé,eyJqb2JfdGl0bGUiOiJCb2xzaXN0YSAoRW5nIGRlIFNvZnR3YXJlIG91IENpw6puY2lhIGRlIERhZG9zKSBNZXN0cmUgb3UgR3JhZHVhZG8iLCJodGlkb2NpZCI6IlBLY1ZXT1I0ZG02QWRieUdBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImZjIjoiRXN3QkNvd0JRVTUxVjJoamJrOTFTelJOVHpadlpHbFJjRU5KVVU1Q1dqWlFlRTluYURWV1dYTlhSM0I0Wm1Wa05FNVZPRXBGU2xsTFExRkVXR2hGU1hSQ2NrODNXRWhCUWpVNVNFazVNelJDT0ZJMWRsYzVOVXAyVjJNNWVHaE9kelZLTTJad1ZWaFlUemxGUkZCWlMwYzFNRkZMZFVsSGVXaFBObk5vU21kZmIxcENYMlY2ZDNZeFgyWnlTemRFYjJrU0YzSnpVM1ZhWWxoNFIwNWxkekJRUlZCd1RUSmFhVUZ2R2lKQlVGaG9iVFZhUm5KeVUxSTRWMnN6YW5WQ2IwWnhOSEJCUW1GTlMwcHhUekJuIiwiZmN2IjoiMyIsImZjX2lkIjoiZmNfMiIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gSUVMIC0gUGFuZGFww6kiLCJsaW5rIjoiaHR0cHM6Ly9pZWwucGFuZGFwZS5jb20uYnIvRGV0YWlsLzE0MTM5OT91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,13fe6ce5-e9ac-4900-8b93-8c2120997433,Não Informado,Bolsista (Eng de Software ou Ciência de Dados) Mestre ou Graduado,Não Informado,Não Informado,False,"Python,SQL,Hadoop",ETL,,,,
Indeterminado, JOBATUS,eyJqb2JfdGl0bGUiOiJWYWdhIHBhcmEgQW5hbGlzdGEgZGUgRGFkb3MiLCJodGlkb2NpZCI6Im5nZEpsOUVkaDBvYjZhNmhBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gSk9CQVRVUyIsImxpbmsiOiJodHRwczovL3d3dy5qb2JhdHVzLmNvbS5ici92YWdhLWVtcHJlZ28vdmFnYS1wYXJhLWFuYWxpc3RhLWRlLWRhZG9zLTQ2NDA4NDQ1NT91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,bc559fc8-d0a7-45e5-ab8f-ce200042b59e,Não Informado,Analista de Dados,Não Informado,Não Informado,False,"Python,SQL,Tableau,Power BI",Estatística,,"Estatística,Informática",,CLT
BRETAS, Catho,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBDUk0gLSBEYWRvcyAoQ2VuY29zdWQpIC0gU8OjbyBQYXVsby9TUCIsImh0aWRvY2lkIjoiZFJkQkFObkJaM2M2WFp3V0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiZmMiOiJFc3dCQ293QlFVNTFWMmhqYmtsbmJEYzJlSEJoWVdweVJteHhVemxqT0VzMlZHbGpjMll3UkZkUE1tczJNV2hVZVd4emRITXdPUzF2UzB4d05tSmxWSGh1TlVaNGRXWkZSVlZyVG05VVZHeEpZVmh5UlVGTE1HRkJVR2ROZVZWUlRtbFlOWEE0VUZoaGRVWlFhRjluZGpjNFJHbFdRMmR1ZHkxWlNIUTVPRmRGWTBjM1YwODFPRVEwWkU1VGFXZHVXR0lTRjNOalUzVmFZWFpzU21WNk4ydFFTVkJ3ZEdWSmFVRlJHaUpCVUZob2JUVmlOMjlyWTBjeFoweGxVa1F3VFdOVVJHbDRhVlF0VTBoUWQyTlIiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18xIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6Ii5uRmcyZWJ7Zm9udC13ZWlnaHQ6NTAwfS5CaTZEZGN7Zm9udC13ZWlnaHQ6NTAwfUFjZXNzZSBlbSBDYXRobyIsImxpbmsiOiJodHRwczovL3d3dy5jYXRoby5jb20uYnIvdmFnYXMvYW5hbGlzdGEtZGUtY3JtLWRhZG9zLWNlbmNvc3VkLXNhby1wYXVsby1zcC8yNjM3NDEzMS8/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,6400d46c-0a49-4465-982d-3e443e0017cb,Não Informado,Analista de CRM - Dados (Cencosud) - São Paulo/SP,SP,São Paulo,False,"Python,SQL,Tableau,Excel,MicroStrategy,Power BI","Modelagem de dados,Análise de dados,Modelagem de dados,Estatística",Gestão de Projetos,"Ciência da Computação,Matemática,Estatística",,
Elumini, BNE,eyJqb2JfdGl0bGUiOiJhbmFsaXN0YSBkZSBiYW5jbyBkZSBkYWRvcyAtIGhvbWUgb2ZmaWNlIiwiaHRpZG9jaWQiOiI5VUdDa1VpWm5tYjZzZTdWQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJmYyI6IkVzd0JDb3dCUVU1MVYyaGphMUZQVDB4cVJHbEpNakpvVDI1dFMySTNka2RCTlhwblFsbENNa3d6WlVnNFRHNVFaMjVrYW1KTlVWRjViSE5XZFRKc01uVm5ZV3B6ZW1sellubEtOMmRNZDJGVlIzZEpORlJOYlRScmJteFdRbkZaVEdkRVJUbFRTMnAwWjFwRWNrcHlNMUZRWnpJMkxVVTNVR1pDVjFwS1pFVjRaMlJ1VVhoRmNEQmxVSEpOWDNFNFFuZ1NGM05qVTNWYVlYWnNTbVY2TjJ0UVNWQndkR1ZKYVVGUkdpSkJVRmhvYlRWWlFWVnRaazlMTmpaUFFtMW1VRzVCV1ZoWU0wNVhla0V4UmtObiIsImZjdiI6IjMiLCJmY19pZCI6ImZjXzIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQWNlc3NlIGVtIEJORSIsImxpbmsiOiJodHRwczovL3d3dy5ibmUuY29tLmJyL3ZhZ2EtZGUtZW1wcmVnby1uYS1hcmVhLWluZm9ybWF0aWNhLWVtLXBpbmhlaXJvcy1lcy9hbmFsaXN0YS1kZS1iYW5jby1kZS1kYWRvcy8zNTY3NTU2P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,3478afa9-b3f4-42e3-81d9-7c2aeff7af46,Não Informado,analista de banco de dados - home office,Remoto,Remoto,True,,"Modelagem de dados,Governança de dados,Modelagem de dados",,"Informática,Banco de Dados",,
Confidencial, Jobzi,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBEZSBHb3Zlcm5hw6dhIERlIERhZG9zIiwiaHRpZG9jaWQiOiJDdmVlZ1EwaUxLZkNXNmg2QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQWNlc3NlIGVtIEpvYnppIiwibGluayI6Imh0dHBzOi8vam9iemkuY29tL3ZhZ2EvYW5hbGlzdGEtZGUtZ292ZXJuYWNhLWRlLWRhZG9zLU1MVk90SUluP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,795f2f72-3fc0-48ce-9b78-d969e7031981,Não Informado,Analista De Governaça De Dados,SP,Mococa,False,"Python,SQL,Oracle","Modelagem de dados,Governança de dados,Modelagem de dados",,,,
UCM Business Solutions, Indeed,eyJqb2JfdGl0bGUiOiJFbmdlbmhlaXJvIGRlIGRhZG9zIiwiaHRpZG9jaWQiOiJFLS1ONUJKeEdBb0FVa3NZQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQ2FuZGlkYXRhci1zZSBubyBzaXRlIEluZGVlZCIsImxpbmsiOiJodHRwczovL2JyLmluZGVlZC5jb20vdmlld2pvYj9qaz0xM2YyYTI4ZjQxYjdhODJhXHUwMDI2dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,f26d81bb-aa89-474b-927f-d2e435467ace,Não Informado,Engenheiro de Dados,Remoto,Remoto,True,"SQL,PySpark,Databricks,Azure,Data Factory","ETL,Big Data",,Tecnologia da Informação,,
Bip Brasil, Talent.com,eyJqb2JfdGl0bGUiOiJQZXNzb2EgQ29uc3VsdG9yYSBkZSBHb3Zlcm5hbsOnYSBkZSBEYWRvcyAtIENvRSB4VGVjaCIsImh0aWRvY2lkIjoialZZNHhQbVh4TkxmOEpzb0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBUYWxlbnQuY29tIiwibGluayI6Imh0dHBzOi8vYnIudGFsZW50LmNvbS92aWV3P2lkPTc1MTdlNTFiOTFkN1x1MDAyNnV0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,0588bb12-536d-420b-97ca-cd2d0a57c89d,Não Informado,Pessoa Consultora de Governança de Dados - CoE xTech,SP,São Paulo,False,SQL,"Governança de dados,Análise de dados,Big Data",,"Informática,Banco de Dados,Data Science",,
FELEX RECURSOS HUMANOS, Zinrecbr | Access,eyJqb2JfdGl0bGUiOiJBdXhpbGlhciBkZSBFeHBlZGnDp8OjbyAtIEl0YXBldmkiLCJodGlkb2NpZCI6IkExR0wxT08wNzM5RDNPTk9BQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gWmlucmVjYnIgfCBBY2Nlc3MiLCJsaW5rIjoiaHR0cHM6Ly96aW5yZWNici5pbnRlcnZpZXdlYi5pdC9mZWxleGNvYWNoaW5nL2pvYnMvYXV4aWxpYXItZGUtZXhwZWRpY2FvLWl0YXBldmktMzUzOS9ici8/ZD1nb29nbGUtam9ic1x1MDAyNnV0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,2b507b70-c1a7-440f-ab88-5dda04d9dd0b,Não Informado,Auxiliar de Expedição - Itapevi,SP,Itapevi,False,,,,,,
EMPREGARE.com, Hipsters.jobs,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBCYW5jbyBkZSBEYWRvcyBTciIsImh0aWRvY2lkIjoiWFlEa3NnRmpiZHZBYkxFT0FBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiZmMiOiJFdUlCQ3FJQlFVNTFWMmhqYTBRMFgyWTFaMTl4ZW0xZlQyRllhVkI2YVU1UWFtUm9kRWhKUTJOUVoyTXRWRGhvWVU5a1kzTXhiM1ZLWXpSdFJtNVFaMnhmV1RscmQxSXdWQzFJTWtWMFRVUkhWMkZIVEc1NVVHWjBSbGRTUkdoVFRFNUlXVkJRU1hGNFJHeHRVSGsyWnpOME4xQm5jR3R3UlRkbWJWSkVlR1p6TVZwWE9GSTRWSE5QV0VObGMwSm1VMkpLYUV4bk1tNUJNVXRNWVU1cFkxQkZiMVZRUjBWM0VoZHpZMU4xV21GMmJFcGxlamRyVUVsUWNIUmxTV2xCVVJvaVFWQllhRzAxWW5GMWNHMHlSaTFxVFV0emFrbEJjMUZtVERGVmMxOUNibk16VVEiLCJmY3YiOiIzIiwiZmNfaWQiOiJmY18zIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBIaXBzdGVycy5qb2JzIiwibGluayI6Imh0dHBzOi8vaGlwc3RlcnMuam9icy9qb2IvMTY2NzYvYW5hbGlzdGEtZGUtYmFuY28tZGUtZGFkb3Mtc3IvP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,32cc3288-5d6a-4947-9e8d-a2142856f780,Sênior,Analista de Banco de Dados Sr,DF,Brasília,False,"SQL,Oracle,SQL Server",,,Banco de Dados,,CLT
IRB(Re), Empregos Trabajo.org,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBEZSBEYWRvcyBQbGVubyIsImh0aWRvY2lkIjoieEc4Y0hLa1BYb0MxX2lEOEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiZmMiOiJFc3dCQ293QlFVNTFWMmhqYlZKZmNGVmFkMHd5Y1Vnd1FtVTVkRzV1T0V4c1dteEtja0ZtZDJsYVZIZHJWRGRHUW5kaVdWVkhNMk5DWDNaWE4wbzFibTVqTTA1WmNVMVhObUo2WldNMmRHRjVheTFJVjNORFlrcDNjRnBFYjBsTFF6ZFFhbGxoTlZNM1pYaHdiVVJFU3kxclJXcEhkSFpUU1c5dFQwUm1WM2x5U1Y5aVpXSnNaV2MyYmxoa09HSkxjMlVTRjNOalUzVmFZWFpzU21WNk4ydFFTVkJ3ZEdWSmFVRlJHaUpCVUZob2JUVmFPVEJITTNBNU5rWlJRWGh1ZVVwT2NWcFhVRkZxYWxneFlUbG4iLCJmY3YiOiIzIiwiZmNfaWQiOiJmY180IiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBFbXByZWdvcyBUcmFiYWpvLm9yZyIsImxpbmsiOiJodHRwczovL2JyLnRyYWJham8ub3JnL2VtcHJlZ28tMjQwNi0yMDI0MDExOS00YTMyNWQ2NDdiOWJkNjlmNzk0NjBiNDk5MTdlMjhiNj91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,df112b59-273b-4562-9613-54eedd198517,Pleno,Analista de Dados,RJ,Petrópolis ,False,,,,,,
S. Sul Vistorias, Trabalha Brasil,eyJqb2JfdGl0bGUiOiJDb2xldG9yIGRlIERhZG9zIiwiaHRpZG9jaWQiOiJFeWZvN1lNb3ZrcngzVjByQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQWNlc3NlIGVtIFRyYWJhbGhhIEJyYXNpbCIsImxpbmsiOiJodHRwczovL3d3dy50cmFiYWxoYWJyYXNpbC5jb20uYnIvdmFnYXMtZW1wcmVnb3MtZW0tZ2FydXZhLXNjL2NvbGV0b3ItZGUtZGFkb3MvNDEwODIzOD91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,3f215a57-75c0-4afb-99f6-956a89eb4aaa,Não Informado,Coletor de Dados,SC,Garuva,False,,,,,,PJ
Venturus, LinkedIn,eyJqb2JfdGl0bGUiOiJDaWVudGlzdGEgZGUgRGFkb3MgKEVzcGVjaWFsaXN0YSBlbSBMTE0pIiwiaHRpZG9jaWQiOiJxajMwN19MVHBuUmQteXhDQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJR1FuSmhlbWxzIiwiZ2wiOiJiciIsImhsIjoicHQtYnIiLCJhcHBseV9saW5rIjp7InRpdGxlIjoiQWNlc3NlIGVtIExpbmtlZEluIiwibGluayI6Imh0dHBzOi8vYnIubGlua2VkaW4uY29tL2pvYnMvdmlldy9jaWVudGlzdGEtZGUtZGFkb3MtZXNwZWNpYWxpc3RhLWVtLWxsbS1hdC12ZW50dXJ1cy0zODEwMDU4OTg1P3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,c01c1fd5-5488-4825-8be3-5338f52da62e,Não Informado,Cientista de Dados,Remoto,Remoto,True,"Python,Excel",,"Resolução de problemas,Iniciativa","Física,Inteligência Artificial",,
Baseservice, Netvagas,eyJqb2JfdGl0bGUiOiJbcnBlXSBhbmFsaXN0YSBkZSBkYWRvcyAtIGrDum5pb3IiLCJodGlkb2NpZCI6Im5VYnE0WHFOZkVadEdKd3VBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiIubkZnMmVie2ZvbnQtd2VpZ2h0OjUwMH0uQmk2RGRje2ZvbnQtd2VpZ2h0OjUwMH1BY2Vzc2UgZW0gTmV0dmFnYXMiLCJsaW5rIjoiaHR0cHM6Ly93d3cubmV0dmFnYXMuY29tLmJyL2VtcHJlc2EvYW51bmNpb3MvYTc1MDIzNC9ycGUtYW5hbGlzdGEtZGUtZGFkb3MtanVuaW9yLz91dG1fY2FtcGFpZ249Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fc291cmNlPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX21lZGl1bT1vcmdhbmljIn19,13a36744-da2e-497e-ae16-17e9988dcd04,Júnior,Analista de Dados,PB,João Pessoa,False,"Python,SQL,AWS","Modelagem de dados,ETL,Visualização de dados,Modelagem de dados",,,,
Indeterminado, JOBATUS,eyJqb2JfdGl0bGUiOiJBRE1JTklTVFJBRE9SIERFIEJBTkNPIERFIERBRE9TKERCQSkiLCJodGlkb2NpZCI6Imk0bTk4SXR1RjE5R3pESldBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lHUW5KaGVtbHMiLCJnbCI6ImJyIiwiaGwiOiJwdC1iciIsImFwcGx5X2xpbmsiOnsidGl0bGUiOiJBY2Vzc2UgZW0gSk9CQVRVUyIsImxpbmsiOiJodHRwczovL3d3dy5qb2JhdHVzLmNvbS5ici92YWdhLWVtcHJlZ28vYWRtaW5pc3RyYWRvci1kZS1iYW5jby1kZS1kYWRvc2RiYS00NTgxMTQxOTU/dXRtX2NhbXBhaWduPWdvb2dsZV9qb2JzX2FwcGx5XHUwMDI2dXRtX3NvdXJjZT1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9tZWRpdW09b3JnYW5pYyJ9fQ==,33fe185c-a090-4699-bcf3-cc70faa3163f,Não Informado,Administrador de Banco de Dados,RS,Porto Alegre,False,"SQL,MySQL,SQL Server",,,Banco de Dados,,
Confidencial, VAGAS.com,eyJqb2JfdGl0bGUiOiJBbmFsaXN0YSBkZSBQZW9wbGUgQW5hbHl0aWNzIChJbmdsw6pzIEF2YW7Dp2FkbyAvIEluZGljYWRvcmVzKSIsImh0aWRvY2lkIjoiRnhUZWpvcFNpUFBxUjdWSUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSUdRbkpoZW1scyIsImdsIjoiYnIiLCJobCI6InB0LWJyIiwiYXBwbHlfbGluayI6eyJ0aXRsZSI6IkFjZXNzZSBlbSBWQUdBUy5jb20iLCJsaW5rIjoiaHR0cHM6Ly93d3cudmFnYXMuY29tLmJyL3ZhZ2FzL3YyNTg5NjQyL2FuYWxpc3RhLWRlLXBlb3BsZS1hbmFseXRpY3MtaW5nbGVzLWF2YW5jYWRvLWluZGljYWRvcmVzP3V0bV9jYW1wYWlnbj1nb29nbGVfam9ic19hcHBseVx1MDAyNnV0bV9zb3VyY2U9Z29vZ2xlX2pvYnNfYXBwbHlcdTAwMjZ1dG1fbWVkaXVtPW9yZ2FuaWMifX0=,787f2c97-31e9-45ce-a28e-d718b364e1f0,Não Informado,Analista de People Analytics (Inglês Avançado / Indicadores),SP,São Paulo,False,Excel,"Dashboard,Análise de dados,Estatística",,Estatística,,
